mode,question,expected_answer,latency_ms,rag_hits,tool_hits,merged_hits,passed,precision_at_k,mrr,hallucination_rate,tool_call_accuracy,faithfulness_score,top_title,fail_genre,fail_year,fail_rating,fail_duration,fail_director
rag,Show Comedy rating >= 6.9 director Howard Hawks Comedy movies.,Should return movies matching multiple constraints.,344.85,0,0,0,False,0.0,0.0,1.0,0.0,0.0,,True,False,True,False,True
rag,Good Adventure movies with rating above 7.4.,Should prioritize Adventure movies with rating >= 7.4.,264.45,3,0,3,False,0.0,0.0,1.0,0.0,0.0,Cliffhanger,False,False,True,False,False
rag,Show Biography rating >= 5.8 director Jon Stewart Biography movies.,Should return movies matching multiple constraints.,306.47,0,0,0,False,0.0,0.0,1.0,0.0,0.0,,True,False,True,False,True
rag,Good Comedy movies with rating above 4.9.,Should prioritize Comedy movies with rating >= 4.9.,279.11,0,0,0,False,0.0,0.0,1.0,0.0,0.0,,True,False,True,False,False
rag,Show Action rating >= 6.5 director Laxman Utekar Action movies.,Should return movies matching multiple constraints.,356.55,3,0,3,False,0.0,0.0,1.0,0.0,0.0,Beast,False,False,True,False,True
tool,Good Horror movies with rating above 3.9.,Should prioritize Horror movies with rating >= 3.9.,659.46,0,0,0,False,0.0,0.0,1.0,0.0,0.0,,True,False,True,False,False
tool,Show Biography rating >= 6.4 Biography movies.,Should return movies matching multiple constraints.,662.32,0,3,3,False,0.0,0.0,1.0,0.0,0.0,The Shawshank Redemption,True,False,False,False,False
tool,Show Comedy rating >= 4.7 director Arlene Sanford Comedy movies.,Should return movies matching multiple constraints.,630.36,0,0,0,False,0.0,0.0,1.0,0.0,0.0,,True,False,True,False,True
tool,Show Horror rating >= 4.9 Horror movies.,Should return movies matching multiple constraints.,790.8,0,0,0,False,0.0,0.0,1.0,0.0,0.0,,True,False,True,False,False
tool,Show Crime rating >= 6.9 director Wim Wenders Crime movies.,Should return movies matching multiple constraints.,693.02,0,0,0,False,0.0,0.0,1.0,0.0,0.0,,True,False,True,False,True
tool,Show Crime rating >= 5.9 director Tom Tykwer Crime movies.,Should return movies matching multiple constraints.,771.34,0,0,0,False,0.0,0.0,1.0,0.0,0.0,,True,False,True,False,True
tool,Show Comedy rating >= 6.9 director Howard Hawks Comedy movies.,Should return movies matching multiple constraints.,817.66,0,0,0,False,0.0,0.0,1.0,0.0,0.0,,True,False,True,False,True
tool,Show Biography rating >= 5.8 director Jon Stewart Biography movies.,Should return movies matching multiple constraints.,923.26,0,0,0,False,0.0,0.0,1.0,0.0,0.0,,True,False,True,False,True
tool,Show Biography rating >= 6.7 Biography movies.,Should return movies matching multiple constraints.,60290.78,0,3,3,False,0.0,0.0,1.0,0.0,0.0,The Shawshank Redemption,True,False,False,False,False
rag+tool,Good Horror movies with rating above 3.9.,Should prioritize Horror movies with rating >= 3.9.,944.5,0,0,0,False,0.0,0.0,1.0,0.0,0.0,,True,False,True,False,False
rag+tool,Show Biography rating >= 6.4 Biography movies.,Should return movies matching multiple constraints.,724.64,0,3,3,False,0.0,0.0,1.0,0.0,0.0,The Shawshank Redemption,True,False,False,False,False
rag+tool,Show Comedy rating >= 4.7 director Arlene Sanford Comedy movies.,Should return movies matching multiple constraints.,1081.1,2,0,2,False,0.0,0.0,1.0,0.0,0.0,The King of Comedy,False,False,False,False,True
rag+tool,Show Horror rating >= 4.9 Horror movies.,Should return movies matching multiple constraints.,1014.46,0,0,0,False,0.0,0.0,1.0,0.0,0.0,,True,False,True,False,False
rag+tool,Show Crime rating >= 6.9 director Wim Wenders Crime movies.,Should return movies matching multiple constraints.,1086.67,0,0,0,False,0.0,0.0,1.0,0.0,0.0,,True,False,True,False,True
rag+tool,Show Crime rating >= 5.9 director Tom Tykwer Crime movies.,Should return movies matching multiple constraints.,1109.42,0,0,0,False,0.0,0.0,1.0,0.0,0.0,,True,False,True,False,True
rag+tool,Show Comedy rating >= 6.9 director Howard Hawks Comedy movies.,Should return movies matching multiple constraints.,1090.66,0,0,0,False,0.0,0.0,1.0,0.0,0.0,,True,False,True,False,True
rag+tool,Show Biography rating >= 5.8 director Jon Stewart Biography movies.,Should return movies matching multiple constraints.,1047.15,0,0,0,False,0.0,0.0,1.0,0.0,0.0,,True,False,True,False,True
rag+tool,Show Biography rating >= 6.7 Biography movies.,Should return movies matching multiple constraints.,622.26,0,3,3,False,0.0,0.0,1.0,0.0,0.0,The Shawshank Redemption,True,False,False,False,False
